Car unique id,first online date,car sold on date,manufacturer,model,fuel_type,buy price,last available online price,External market reference price
1284709496,2024-12-19,,Mercedes-Benz,B-Klasse,Hybrid,18737,25281,26745
1219595998,2024-09-16,2024-09-19,Mazda,CX-3,Diesel,7389,11637,10826
1212681520,2024-10-11,2024-12-10,Renault,Twingo,Benzin,6497,8190,10000
1257776010,2024-10-22,2024-11-13,Volvo,XC60,Diesel,23040,30183,30217
1277541763,2025-01-06,,Skoda,Kodiaq,Benzin,23656,28248,28606
1267591559,2024-12-11,,Seat,Ibiza,Benzin,10571,13028,14132
1271632754,2024-10-01,2024-12-13,Seat,Ibiza,Benzin,8752,11062,12945
1271932066,2024-10-15,2025-01-02,Volkswagen,T-Roc,Diesel,16549,21352,20216
1283956288,2024-12-24,,Volkswagen,Tiguan,Benzin,20685,27222,25814
1265257525,2024-11-18,,Suzuki,Swift,Benzin,15688,20939,19763
1276917600,2024-09-20,2024-11-02,Volkswagen,Golf VII,Benzin,5918,12495,11210
1282777356,2024-11-20,2025-01-08,Opel,Astra,Benzin,9003,13283,15329
1283137042,2024-11-22,,Skoda,Fabia,Benzin,4774,7895,9942
1278434304,2024-09-14,2024-12-06,Audi,A5,Benzin,23007,23726,26056
1277936431,2024-09-23,2024-12-16,Mercedes-Benz,A-Klasse,Diesel,13926,13998,15620
1280478777,2024-11-29,,Nissan,Qashqai,Benzin,12792,20280,18662
1279034594,2024-09-25,2024-12-17,Volkswagen,Golf VII,Diesel,12263,14904,14685
1280337433,2024-10-24,2025-01-09,Mercedes-Benz,CLA-Klasse,Benzin,21459,26018,25366
1280905491,2024-11-04,,Volkswagen,up!,Benzin,14637,16649,17733
1248967388,2024-12-18,,Audi,A6,Diesel,20744,27728,25941
1281300267,2024-11-04,,Volkswagen,Caddy,Diesel,17388,23356,24174
1280906790,2024-12-13,2024-12-16,Renault,Espace,Diesel,13770,17053,16444
1282281039,2024-11-08,2025-01-06,Peugeot,508,Diesel,15107,20611,20892
1282215248,2024-11-09,,BMW,2er,Hybrid,13646,17710,17330
1279349700,2024-11-08,2024-11-09,Toyota,Corolla,Hybrid,14878,20968,21815
1280965102,2024-11-06,,Mitsubishi,Space Star,Benzin,3241,7639,6803
1279538541,2024-10-01,,Audi,TT,Benzin,17514,22970,23954
1251125158,2024-09-14,2024-12-14,Ford,Focus,Benzin,16486,19323,19706
1280523945,2024-11-12,,Citroen,C3 Aircross,Benzin,11760,14651,15224
1278558667,2024-09-27,2024-11-02,Mercedes-Benz,E-Klasse,Diesel,32209,37552,37988
1283562568,2024-12-06,,Audi,A3,Benzin,12768,16289,16613
1271168780,2024-11-09,,Peugeot,5008,Diesel,21278,26144,24528
1275937707,2024-10-02,2024-11-15,Ford,Focus,Benzin,15656,17567,17978
1280873986,2024-12-05,,Ford,Tourneo Custom,Diesel,30936,35799,35743
1284323336,2024-12-13,,Seat,Leon,Benzin,6167,11455,11465
1270196012,2024-10-02,2024-11-14,Ford,Mondeo,Diesel,15759,20541,19387
1281754141,2024-12-16,,Mercedes-Benz,A-Klasse,Benzin,11467,18199,18030
1281644777,2024-11-09,,Volkswagen,Golf VII,Benzin,11320,16015,17236
1281705690,2024-10-28,2024-12-23,Toyota,Aygo,Benzin,9262,10207,9969
1282440372,2024-11-10,,Volkswagen,Touran,Benzin,12220,15011,16507
1281858777,2024-10-30,2024-11-12,Audi,A3 Limousine,Benzin,13935,19934,19970
1283551074,2024-12-04,,Volkswagen,Golf VII Sportsvan,Benzin,6612,10741,10209
1270806078,2024-10-30,2024-11-07,Toyota,C-HR,Hybrid,12681,16391,17937
1282428174,2024-11-18,,Kia,pro_cee'd,Benzin,17840,23781,23306
1282756418,2024-11-18,,Renault,Clio,Benzin,6950,13399,13869
1279156979,2024-09-19,,Peugeot,3008,Diesel,16316,19774,21999
1282845100,2024-11-19,2025-01-02,Mercedes-Benz,GLC-Klasse,Diesel,23494,28100,30174
1283469536,2024-12-09,,BMW,X2,Benzin,19728,27398,28886
1280236954,2024-10-04,2024-10-25,Volkswagen,Scirocco,Benzin,12777,17072,16930
1277696784,2024-12-06,2024-12-09,Skoda,Fabia,Benzin,7973,12555,11872
1278573691,2024-11-29,,BMW,1er,Benzin,12591,18138,17340
1283632212,2024-12-04,,Renault,Clio,Benzin,8393,12194,12313
1279321364,2024-09-20,2024-09-26,Dacia,Sandero,Benzin,8310,13111,11882
1284073399,2024-12-20,,Volkswagen,Golf VII,Diesel,9559,14294,13870
1280327361,2024-11-14,2024-12-30,Seat,Leon,Benzin,11781,16624,17293
1274241554,2024-10-30,,Skoda,Citigo,Benzin,6423,11241,11950
1280083346,2024-09-19,,Volkswagen,Arteon,Benzin,21867,25900,25729
1280993680,2024-11-06,,Renault,Megane,Diesel,10271,12143,13781
1280842318,2024-10-14,,Skoda,Fabia,Benzin,6980,11116,12590
1280036878,2024-09-30,2024-10-30,Hyundai,i30,Benzin,14578,19051,19065
1279958967,2024-09-25,2024-12-30,Nissan,Juke,Benzin,13885,17312,17836
1281299397,2024-12-16,2025-01-02,Ford,Kuga,Diesel,14141,18703,16954
1284916329,2025-01-08,,Renault,Captur,Benzin,9243,12523,13107
1280762822,2024-10-24,,Volkswagen,Tiguan,Benzin,6066,12039,10284
1281338055,2024-10-28,,Hyundai,Tucson,Benzin,11691,15946,16151
1281825394,2024-10-30,,Seat,Leon,Benzin,11202,14098,14833
1283610331,2025-01-10,,Audi,A4,Diesel,12313,19348,20926
1282386747,2024-11-22,,Volkswagen,Golf VII,Diesel,14945,19362,19751
1282763617,2024-09-13,,Volkswagen,Polo,Benzin,10902,12000,13426
1279150689,2024-09-18,2024-11-14,Opel,Adam,Benzin,7231,11985,11145
1283042413,2024-11-28,2024-12-02,Audi,A4,Diesel,13374,16999,18811
1283091692,2024-12-04,,Cupra,Formentor,Benzin,23643,28606,27154
1273083475,2024-09-24,,Renault,Captur,Benzin,8381,11016,11592
1259696480,2024-10-09,2024-12-23,Volkswagen,Touran,Benzin,16669,21051,22357
1279186152,2024-10-12,2024-11-27,Skoda,Superb,Diesel,18686,23733,24624
1281382130,2024-11-07,,Mitsubishi,Eclipse Cross,Benzin,,16175,15454
1275167846,2024-10-11,2024-12-27,Ford,Focus,Diesel,7537,11627,13455
1261982115,2024-11-18,2024-12-11,Renault,Captur,Benzin,10710,14146,13715
1279681847,2024-10-07,2024-11-29,Volkswagen,Passat,Diesel,20003,22546,24092
1265184330,2024-11-19,2024-11-20,Toyota,Prius+,Hybrid,17060,21982,22187
1279885783,2024-10-04,2024-11-27,Suzuki,Swift,Benzin,8158,13389,13469
1281589093,2024-10-23,,Volkswagen,Tiguan Allspace,Diesel,23396,29838,30508
1283365756,2024-11-28,,Jeep,Renegade,Benzin,11055,17823,17576
1275894877,2024-12-28,2025-01-06,Skoda,Fabia,Benzin,4868,9341,10407
1277105999,2024-11-01,,Volkswagen,Tiguan Allspace,Benzin,30466,32601,31832
1271142809,2024-09-20,2025-01-04,Mercedes-Benz,CLA-Klasse,Benzin,17777,20260,21336
1278991293,2024-09-16,2024-11-27,Opel,Adam,Benzin,8006,10105,9254
1278765014,2024-10-08,2024-11-01,Kia,cee'd,Benzin,8702,14219,14550
1279414504,2024-10-04,2024-11-27,Mercedes-Benz,E-Klasse,Diesel,21909,26149,26666
1279641079,2024-10-04,2024-12-30,Renault,Captur,Benzin,9712,11665,12656
1280055813,2024-09-24,2024-12-20,Seat,Ibiza,Benzin,10051,13750,12429
1280622389,2024-10-09,2024-12-04,Volkswagen,Golf VII Sportsvan,Benzin,11647,16926,16463
1280644325,2024-10-16,2024-12-10,Mazda,3,Benzin,6534,11516,13284
1279546550,2024-09-27,,Mercedes-Benz,CLA-Klasse,Benzin,29308,34366,32358
1280985661,2024-11-16,,BMW,1er,Benzin,12950,16987,18727
1272223997,2024-10-29,,Volkswagen,Golf VII,Diesel,12955,15176,15190
1281773073,2024-10-24,,Skoda,Scala,Benzin,10632,13500,14669
1282054003,2024-10-29,,Audi,A4,Diesel,18471,24798,23266
1282277476,2024-11-13,2024-11-13,BMW,X1,Diesel,16466,18832,19342
1271112733,2024-10-16,,Opel,Karl,Benzin,6447,8074,8260
1282636042,2024-12-06,,Renault,Megane,Benzin,12208,18223,19484
1279234180,2024-10-24,2024-11-04,Ford,Focus,Diesel,12971,19151,19485
1282736755,2024-11-28,,BMW,X1,Benzin,15780,20367,20747
1283269844,2024-11-28,,BMW,3er,Diesel,22693,28596,29903
1282021690,2024-11-18,2024-12-23,Opel,Mokka X,Benzin,9430,14834,16899
1284206046,2024-12-18,,Volkswagen,Golf VII,Benzin,7828,12912,13416
1284141160,2024-12-06,,Audi,A1,Benzin,12846,17736,17908
1280233064,2024-12-06,,Hyundai,i20,Benzin,4530,8623,8119
1271296067,2025-01-09,,Mercedes-Benz,GLS-Klasse,Diesel,43397,54540,54662
1281032710,2024-10-29,,Skoda,Rapid Spaceback,Benzin,7337,10341,12236
1281616416,2024-12-06,,Audi,A4,Diesel,18732,24161,24740
1280888496,2024-11-09,,Ford,Edge,Diesel,23544,29286,30259
1282016882,2024-11-20,,Volkswagen,Tiguan Allspace,Diesel,23767,26791,26492
1283264990,2025-01-08,,Toyota,Aygo,Benzin,4879,9521,8694
1267466225,2024-09-13,2024-11-29,Mercedes-Benz,E-Klasse,Benzin,24776,26892,28052
1280426966,2024-10-04,2024-12-27,Kia,pro_cee'd,Benzin,13648,18926,18410
1279818064,2024-09-27,2024-10-16,Opel,Insignia,Benzin,16967,22548,23220
1280614479,2024-10-12,2024-11-01,Renault,Twingo,Benzin,5827,7536,7317
1282643378,2024-12-19,,Mercedes-Benz,A-Klasse Limousine,Hybrid,20685,26813,28295
1278961211,2024-11-13,,Hyundai,Tucson,Benzin,13182,15754,17264
1279597507,2024-11-21,,Cupra,Formentor,Benzin,25326,29974,29110
1279885117,2024-10-15,2024-11-28,Opel,Corsa,Benzin,5631,9009,9662
1279465388,2024-10-25,2024-11-22,Ford,Kuga,Benzin,8265,13700,12924
1280918459,2024-10-30,2025-01-08,Mitsubishi,ASX,Benzin,5523,12137,11378
1279669412,2024-09-25,2024-12-05,Fiat,Panda,Benzin,4383,6422,5685
1280621001,2024-10-11,,Volkswagen,Touran,Benzin,20323,23056,24174
1280321358,2024-09-27,2025-01-09,Peugeot,Rifter,Benzin,14909,17113,17391
1280540693,2024-11-06,,Honda,Civic,Benzin,9229,12458,13890
1279855564,2024-10-04,2025-01-04,BMW,X1,Benzin,14143,20109,19596
1279999906,2024-12-06,,Volkswagen,Touran,Benzin,21768,26246,24968
1280220528,2024-10-08,,Toyota,Yaris,Hybrid,8426,12544,11921
1280577259,2024-10-10,,Nissan,X-Trail,Diesel,11389,13974,16128
1280607543,2024-11-09,,BMW,X3,Hybrid,36105,38677,40207
1280869535,2024-10-22,2024-12-18,Opel,Corsa,Benzin,5552,9981,9032
1281959001,2024-11-05,,Volvo,V60,Diesel,20554,26156,25128
1282340281,2024-11-29,,Mercedes-Benz,GLA-Klasse,Diesel,11546,18289,18641
1282051986,2024-11-22,,Opel,Grandland X,Benzin,8977,14653,15395
1281766993,2024-10-24,,Volkswagen,Golf VII,Benzin,8854,12418,12205
1281347040,2024-11-14,,Ford,S-Max,Benzin,15752,19035,18508
1281873656,2024-10-25,,Smart,fortwo,Benzin,5014,9527,8654
1282038909,2024-11-09,,Volkswagen,Polo,Benzin,12165,14279,15149
1278427390,2024-09-20,2024-10-01,Volkswagen,Tiguan,Benzin,8068,13653,12060
1281864918,2024-11-08,,Toyota,C-HR,Benzin,11873,16789,15058
1218763403,2024-09-18,2024-12-14,Toyota,Auris Touring Sports,Benzin,8064,11086,12923
1252875119,2024-11-13,,Citroen,C5 Aircross,Diesel,13243,17686,19797
1282628235,2024-11-18,,Audi,Q2,Benzin,11749,17286,18010
1284095769,2024-12-27,,Opel,Crossland X,Benzin,13421,19624,20150
1284131777,2024-12-13,2024-12-28,Mercedes-Benz,GLA-Klasse,Benzin,20352,25069,26982
1263372272,2024-12-03,,Mitsubishi,Space Star,Benzin,5985,10966,10456
1274062995,2024-10-02,,Hyundai,i30,Benzin,24882,27544,27468
1278621092,2024-09-18,2024-09-20,BMW,X1,Diesel,19232,22906,22422
1275945028,2024-09-19,2024-12-11,Smart,fortwo,Benzin,8618,11927,11695
1276421263,2024-09-19,2024-10-22,Hyundai,i20,Benzin,8487,11087,11323
1272674794,2024-09-27,2024-12-21,Volkswagen,Tiguan,Benzin,15272,19948,20581
1266450615,2024-11-25,,Renault,Clio,Benzin,12227,15093,15465
1278427568,2024-10-15,,Mercedes-Benz,GLC-Klasse,Benzin,25901,29865,30324
1268678549,2024-09-12,2024-10-12,Hyundai,i30,Benzin,15499,22022,22366
1270020809,2024-10-01,2024-12-23,Fiat,500C,Benzin,8992,14411,14979
1282643005,2024-11-29,,Dacia,Duster,Benzin,10856,16813,15653
1277052788,2024-09-17,2024-10-10,Nissan,NV200 Evalia,Diesel,10732,15751,15364
1283107736,2024-12-10,,Opel,Corsa,Benzin,3612,8118,8800
1277842471,2024-10-14,2024-10-21,Ford,S-Max,Benzin,19081,27352,26735
1278912073,2024-10-22,2024-11-13,Opel,Zafira Tourer,Diesel,10014,15955,15620
1279095793,2024-10-17,,Volkswagen,T-Roc,Benzin,17741,21371,22532
1279193674,2024-10-08,,Volkswagen,Golf VII,Benzin,6670,10173,10819
1279859713,2024-10-07,,BMW,X3,Diesel,32793,39932,39257
1279917238,2024-10-25,2024-10-30,Ford,Focus,Benzin,6139,9770,10220
1279729209,2024-09-23,2024-11-16,Seat,Ibiza,Benzin,7401,12526,11624
1274060364,2024-11-06,,Volkswagen,Golf VII,Benzin,11307,13568,14791
1281138969,2024-10-17,,Toyota,Aygo,Benzin,5730,9866,10864
1279438272,2024-12-10,,Seat,Alhambra,Diesel,22411,28787,29001
1272622844,2024-12-03,,Volkswagen,Tiguan,Benzin,9301,13055,12626
1279075293,2024-09-27,2024-11-29,Kia,Sportage,Benzin,15047,16427,17568
1282358850,2024-11-18,2024-11-28,Volkswagen,T-Roc,Benzin,17956,22951,24081
1282857382,2024-12-19,2025-01-02,Smart,fortwo,Benzin,11097,14353,15158
1281221718,2024-10-25,2024-10-29,Toyota,Yaris,Hybrid,6364,11826,13734
1283398684,2024-12-13,,Audi,A4,Benzin,14445,22149,20898
1276535958,2024-10-01,,Fiat,500,Benzin,7900,11347,9575
1280042242,2024-09-26,2024-10-23,Hyundai,i30,Benzin,12885,17484,17518
1280133695,2024-09-19,,Kia,Stonic,Benzin,12923,13820,13241
1280834410,2024-10-11,2024-12-04,BMW,2er,Diesel,14374,17476,17459
1284433083,2024-12-12,,Seat,Leon,Benzin,11167,15696,15022
1277609008,2024-09-25,,Mercedes-Benz,C-Klasse,Hybrid,20845,24022,24074
1277852880,2024-10-29,2024-12-05,Seat,Leon,Diesel,11851,17189,15107
1282563284,2024-11-19,,Skoda,Kodiaq,Diesel,19633,26298,28019
1279136023,2024-12-19,,Skoda,Fabia,Benzin,7771,13431,14162
1277216459,2024-12-19,,Hyundai,i10,Benzin,9733,11994,11931
1279668388,2024-11-08,,Hyundai,Tucson,Benzin,14606,20560,20466
1280626362,2024-10-10,,BMW,3er,Diesel,15206,21228,19835
1279035224,2024-09-17,2024-12-05,Volkswagen,Tiguan,Benzin,7471,12458,11405
1279259660,2024-11-19,,Volkswagen,Golf VII,Benzin,10722,15146,13559
1281698676,2024-11-16,,Ford,Kuga,Hybrid,25480,29010,28769
1283207433,2024-11-19,,Toyota,Aygo,Benzin,5524,9545,9912
1279858599,2024-09-30,,Smart,fortwo,Benzin,7929,11051,11431
1283821819,2024-12-06,2024-12-30,Volkswagen,Touran,Diesel,12606,20518,20141
1284216187,2024-12-18,,Volkswagen,Golf VII Sportsvan,Benzin,10510,15142,14644
1281165211,2024-11-01,,Mercedes-Benz,A-Klasse,Benzin,9976,15910,14560
1280301585,2024-11-23,,Skoda,Yeti,Benzin,8678,13266,14444
1282618453,2024-12-13,,BMW,3er,Benzin,15831,18478,18816
1279774569,2024-10-18,,Opel,Astra,Benzin,12280,14566,15390
1280669952,2024-11-22,,Opel,Insignia Grand Sport,Diesel,16664,21416,21599
1275631063,2024-10-17,2024-12-12,BMW,X5,Diesel,36887,40259,38828
1283174712,2024-11-28,2025-01-08,Volkswagen,Golf VII,Benzin,11018,15427,17137
1282646097,2024-12-18,,Ford,Kuga,Diesel,17951,23903,24580
1282767024,2024-12-02,,Skoda,Kodiaq,Diesel,30143,38118,
1279996897,2024-10-23,2024-12-18,Audi,A6,Diesel,28164,30282,31395
1280695200,2024-10-22,,Audi,A6,Benzin,14977,18228,17317
1277732235,2024-12-11,,Volkswagen,Caddy,Diesel,21426,26869,27797
1281124954,2024-11-08,2024-12-20,Mercedes-Benz,C-Klasse,Diesel,18563,23391,23509
1282685097,2024-12-05,,Volkswagen,Golf VIII,Benzin,14862,20504,19707
1284576433,2025-01-03,,Hyundai,Tucson,Benzin,12917,18234,19868
1281967175,2024-10-23,2024-12-28,BMW,1er,Benzin,11503,15197,15924
1282344444,2024-11-09,,Mercedes-Benz,C-Klasse,Diesel,30670,34773,35396
1284627485,2024-12-24,,Ford,Mustang,Benzin,37494,44129,46087
1279458787,2024-09-17,2024-09-19,Skoda,Kodiaq,Diesel,29633,37483,38674
1215055077,2024-10-04,,Volkswagen,Golf VII,Benzin,16399,19585,20326
1257118132,2024-09-27,2024-10-09,MINI,Clubman,Benzin,18555,21563,20947
1263294912,2024-12-04,,Skoda,Octavia,Benzin,13454,15803,15651
1279578786,2024-10-16,2024-12-03,Toyota,Aygo,Benzin,7672,8626,8528
1283454337,2024-11-27,,Volkswagen,Caddy,Diesel,22933,29019,30156
1250777427,2024-10-30,,Hyundai,i30,Benzin,18254,21900,22226
1278811383,2024-09-16,2024-10-04,Volkswagen,Golf VII,Diesel,13016,16964,15754
1271362238,2024-10-25,,Mercedes-Benz,GLA-Klasse,Benzin,24646,29422,30424
1281603266,2024-10-23,,Ford,EcoSport,Diesel,6612,8957,10922
1279925530,2024-10-21,,Jeep,Renegade,Benzin,10460,17034,16541
1282409305,2024-11-16,,Skoda,Fabia,Benzin,7685,11320,13653
1278703176,2024-09-16,2024-12-09,Hyundai,i20,Benzin,5431,7699,9102
1283340844,2024-11-25,,Skoda,Fabia,Benzin,5799,9107,9383
1279509339,2024-10-05,,Volvo,S90,Benzin,24430,25717,26504
1284126455,2024-12-09,,Fiat,Tipo,Benzin,3475,7267,7106
1279705756,2024-10-25,2024-10-28,Citroen,C1,Benzin,2682,7905,9334
1279202184,2024-09-13,2024-12-09,Hyundai,Tucson,Benzin,14612,17092,17897
1278230630,2024-09-12,2024-11-12,Fiat,500,Benzin,5612,9723,9471
1282319224,2025-01-08,2025-01-09,Peugeot,208,Benzin,1800,8413,9292
1275648915,2024-09-26,,Audi,A6 Allroad,Benzin,38608,39277,39118
1282549022,2024-11-11,,Mercedes-Benz,GLC-Klasse,Diesel,30733,34289,36125
1280746244,2024-10-18,2024-11-19,Hyundai,i30,Benzin,6097,8671,9004
1282490249,2024-11-18,,Renault,Clio,Benzin,8784,13947,15718
1279369329,2024-09-21,2024-12-03,Kia,Sportage,Diesel,15168,17585,16456
1279759564,2024-10-28,2024-12-02,Honda,Civic,Benzin,15603,17752,19274
1272380003,2024-10-18,2024-12-23,Mercedes-Benz,B-Klasse,Benzin,9775,15851,14543
1281449957,2024-10-22,2024-12-06,Opel,Adam,Benzin,4211,8960,8616
1280922903,2024-12-04,,Kia,pro_cee'd,Benzin,17577,21894,23331
1283774857,2024-12-06,,Dacia,Lodgy,Diesel,10940,16733,16952
1283234182,2024-12-03,2024-12-12,Seat,Ateca,Benzin,16896,22956,23380
1283725675,2024-12-13,,Mercedes-Benz,C-Klasse,Benzin,21729,30649,32031
1283821817,2024-12-09,,Mercedes-Benz,B-Klasse,Benzin,10803,14378,15772
1279059251,2024-10-02,,Volkswagen,Golf VIII,Benzin,24514,27686,27451
1279094819,2024-10-04,,Jeep,Renegade,Benzin,7518,11858,12010
1272946035,2024-11-15,2024-12-17,Volkswagen,Golf VII,Benzin,6969,12172,13778
